ml_threshold,abstain_threshold,disagreement_margin,weighted_coverage,weighted_abstain_rate,weighted_accuracy_covered,weighted_f1_macro_covered,weighted_risk_at_coverage,weighted_strict_accuracy
0.7,0.6,0.1,0.9386503067484662,0.061349693251533735,0.9126020572904654,0.7771897318958589,0.08739794270953458,0.852760736196319
0.7,0.6,0.15,0.9386503067484662,0.061349693251533735,0.9126020572904654,0.7771897318958589,0.08739794270953458,0.852760736196319
0.7,0.6,0.2,0.9386503067484662,0.061349693251533735,0.9126020572904654,0.7771897318958589,0.08739794270953458,0.852760736196319
0.75,0.6,0.05,0.9386503067484662,0.061349693251533735,0.9126020572904654,0.7771897318958589,0.08739794270953458,0.852760736196319
0.75,0.6,0.1,0.9386503067484662,0.061349693251533735,0.9126020572904654,0.7771897318958589,0.08739794270953458,0.852760736196319
0.75,0.6,0.15,0.9386503067484662,0.061349693251533735,0.9126020572904654,0.7771897318958589,0.08739794270953458,0.852760736196319
0.75,0.6,0.2,0.9386503067484662,0.061349693251533735,0.9126020572904654,0.7771897318958589,0.08739794270953458,0.852760736196319
0.8,0.6,0.05,0.9386503067484662,0.061349693251533735,0.9126020572904654,0.7771897318958589,0.08739794270953458,0.852760736196319
0.8,0.6,0.1,0.9386503067484662,0.061349693251533735,0.9126020572904654,0.7771897318958589,0.08739794270953458,0.852760736196319
0.8,0.6,0.15,0.9386503067484662,0.061349693251533735,0.9126020572904654,0.7771897318958589,0.08739794270953458,0.852760736196319
0.85,0.6,0.05,0.9386503067484662,0.061349693251533735,0.9126020572904654,0.7771897318958589,0.08739794270953458,0.852760736196319
0.85,0.6,0.1,0.9386503067484662,0.061349693251533735,0.9126020572904654,0.7771897318958589,0.08739794270953458,0.852760736196319
0.9,0.6,0.05,0.9386503067484662,0.061349693251533735,0.9126020572904654,0.7771897318958589,0.08739794270953458,0.852760736196319
0.55,0.6,0.2,0.9386503067484662,0.061349693251533735,0.8987176530282761,0.7543169442445314,0.10128234697172381,0.8404907975460122
0.6,0.6,0.15,0.9386503067484662,0.061349693251533735,0.8987176530282761,0.7543169442445314,0.10128234697172381,0.8404907975460122
0.65,0.6,0.1,0.9386503067484662,0.061349693251533735,0.8987176530282761,0.7543169442445314,0.10128234697172381,0.8404907975460122
0.7,0.6,0.05,0.9386503067484662,0.061349693251533735,0.8987176530282761,0.7543169442445314,0.10128234697172381,0.8404907975460122
0.55,0.6,0.15,0.9386503067484662,0.061349693251533735,0.8917754508971816,0.740988251803609,0.1082245491028184,0.8343558282208587
0.6,0.6,0.1,0.9386503067484662,0.061349693251533735,0.8917754508971816,0.740988251803609,0.1082245491028184,0.8343558282208587
0.65,0.6,0.05,0.9386503067484662,0.061349693251533735,0.8917754508971816,0.740988251803609,0.1082245491028184,0.8343558282208587
0.55,0.6,0.1,0.9386503067484662,0.061349693251533735,0.8847271553115917,0.722252957931639,0.11527284468840815,0.8282208588957054
0.6,0.6,0.05,0.9386503067484662,0.061349693251533735,0.8847271553115917,0.722252957931639,0.11527284468840815,0.8282208588957054
0.55,0.6,0.05,0.9386503067484662,0.061349693251533735,0.8708427510494026,0.6961473853345019,0.12915724895059735,0.8159509202453987
0.55,0.65,0.05,0.9386503067484662,0.061349693251533735,0.8708427510494026,0.6961473853345019,0.12915724895059735,0.8159509202453987
0.85,0.55,0.2,0.9631901840490796,0.03680981595092024,0.9931638913234004,0.9866146123814836,0.0068361086765994766,0.9570552147239263
0.9,0.55,0.15,0.9631901840490796,0.03680981595092024,0.9931638913234004,0.9866146123814836,0.0068361086765994766,0.9570552147239263
0.9,0.55,0.2,0.9631901840490796,0.03680981595092024,0.9931638913234004,0.9866146123814836,0.0068361086765994766,0.9570552147239263
0.8,0.55,0.2,0.9631901840490796,0.03680981595092024,0.9195442594215599,0.7871842881045334,0.08045574057843997,0.8834355828220858
0.85,0.55,0.15,0.9631901840490796,0.03680981595092024,0.9195442594215599,0.7871842881045334,0.08045574057843997,0.8834355828220858
0.9,0.55,0.1,0.9631901840490796,0.03680981595092024,0.9195442594215599,0.7871842881045334,0.08045574057843997,0.8834355828220858
0.6,0.55,0.2,0.9631901840490796,0.03680981595092024,0.9132632193981887,0.7796725900698034,0.0867367806018113,0.8773006134969324
