category,fold,algorithm,accuracy,balanced_accuracy,f1_macro,mcc,fit_time_s,support
LV_SIZE,15,Random Forest,0.9242424242424242,0.5166666666666666,0.5547008547008547,0.6529676923615807,0.07565158299985342,66
LV_SIZE,15,Gradient Boosting,0.9696969696969697,0.7,0.6843340234644583,0.873374912372796,0.42016416700789705,66
LV_SIZE,15,Decision Tree,0.9848484848484849,0.75,0.7142857142857143,0.9391992082375566,0.0012347500014584512,66
LV_SIZE,15,SVM (RBF),0.8939393939393939,0.5201754385964912,0.4994047619047619,0.6148295786241277,0.003166542010148987,66
LV_SIZE,15,Logistic Regression,0.9242424242424242,0.6535087719298245,0.5884813384813385,0.7431444554001865,0.011945416015805677,66
LV_SIZE,15,K-Nearest Neighbors,0.8333333333333334,0.36578947368421055,0.363301153124162,0.35477387449107517,0.0005880420212633908,66
LV_SIZE,16,Random Forest,0.9402985074626866,0.6458333333333333,0.6811965811965811,0.7446971188040772,0.07339329199749045,67
LV_SIZE,16,Gradient Boosting,0.9253731343283582,0.6623563218390804,0.6644927536231884,0.7112526911551594,0.51655866598594,67
LV_SIZE,16,Decision Tree,0.9104477611940298,0.6580459770114943,0.6641131815044858,0.6519089083348517,0.0014183750026859343,67
LV_SIZE,16,SVM (RBF),0.8955223880597015,0.5122126436781609,0.4609986504723347,0.619238508995564,0.003275666997069493,67
LV_SIZE,16,Logistic Regression,0.8805970149253731,0.6451149425287356,0.5482625482625483,0.6312119808644585,0.013314332987647504,67
LV_SIZE,16,K-Nearest Neighbors,0.835820895522388,0.5739942528735632,0.4589449541284404,0.531934289499625,0.0005766660033259541,67
LV_SIZE,17,Random Forest,0.9701492537313433,0.9,0.9331896551724138,0.8854954675983566,0.07523045901325531,67
LV_SIZE,17,Gradient Boosting,0.9701492537313433,0.8666666666666667,0.8867149758454106,0.8851893844284513,0.5482174580101855,67
LV_SIZE,17,Decision Tree,0.9850746268656716,0.9166666666666666,0.8999999999999999,0.9450915141430949,0.001560417003929615,67
LV_SIZE,17,SVM (RBF),0.9552238805970149,0.8206140350877194,0.7870733249051833,0.8413880775976984,0.003919082984793931,67
LV_SIZE,17,Logistic Regression,0.9552238805970149,0.8166666666666667,0.7803571428571427,0.8386023294509152,0.026068291015690193,67
LV_SIZE,17,K-Nearest Neighbors,0.8955223880597015,0.7118421052631578,0.6535714285714286,0.6460025103213423,0.0006975830183364451,67
LV_SIZE,18,Random Forest,0.8507462686567164,0.37456140350877193,0.38504273504273506,0.36194814835560857,0.07469629199476913,67
LV_SIZE,18,Gradient Boosting,0.8805970149253731,0.5078947368421053,0.5227832512315271,0.5185961889791834,0.3772336670081131,67
LV_SIZE,18,Decision Tree,0.9253731343283582,0.6,0.5739468864468864,0.6973403184351263,0.0013399159943219274,67
LV_SIZE,18,SVM (RBF),0.8656716417910447,0.5035087719298246,0.47060833902939164,0.4979164923994409,0.003127292002318427,67
LV_SIZE,18,Logistic Regression,0.8955223880597015,0.6328947368421053,0.672463768115942,0.5923306573413477,0.011688124999636784,67
LV_SIZE,18,K-Nearest Neighbors,0.8656716417910447,0.6280701754385964,0.5556628056628057,0.5638252542605012,0.0005931670020800084,67
LV_SIZE,19,Random Forest,0.9242424242424242,0.5622807017543859,0.5622807017543859,0.6921641791044776,0.07659458401030861,66
LV_SIZE,19,Gradient Boosting,0.9393939393939394,0.8122807017543859,0.7311209439528022,0.7675516533571244,0.522420958004659,66
LV_SIZE,19,Decision Tree,0.9545454545454546,0.9412280701754386,0.9251810136765889,0.8254286627606422,0.001479250000556931,66
LV_SIZE,19,SVM (RBF),0.9090909090909091,0.7701754385964912,0.6777670527670527,0.6905841421386671,0.0032137910020537674,66
LV_SIZE,19,Logistic Regression,0.8484848484848485,0.7070175438596491,0.5861111111111111,0.5487157299687698,0.01339654199546203,66
LV_SIZE,19,K-Nearest Neighbors,0.7878787878787878,0.39824561403508774,0.35813862928348905,0.378904058752259,0.0005799589853268117,66
LV_SIZE,20,Random Forest,0.9696969696969697,0.9,0.899611801242236,0.8745890805191289,0.06511679099639878,66
LV_SIZE,20,Gradient Boosting,0.9242424242424242,0.7289473684210526,0.7434782608695653,0.6774909676392868,0.49050987500231713,66
LV_SIZE,20,Decision Tree,0.9090909090909091,0.6789473684210526,0.6019542772861357,0.6538402973042171,0.0015097910072654486,66
LV_SIZE,20,SVM (RBF),0.9242424242424242,0.7956140350877192,0.7524068322981367,0.6833993191012574,0.003300417010905221,66
LV_SIZE,20,Logistic Regression,0.9242424242424242,0.8078947368421052,0.7050595238095237,0.7256408406719692,0.025816666980972514,66
LV_SIZE,20,K-Nearest Neighbors,0.803030303030303,0.6359649122807017,0.5814814814814815,0.40078706634607364,0.0005978330154903233,66
LV_SIZE,21,Random Forest,0.9104477611940298,0.5955459770114943,0.5465085638998682,0.6536705517787226,0.0766019580187276,67
LV_SIZE,21,Gradient Boosting,0.9253731343283582,0.7205459770114943,0.7018115942028985,0.7100682562098305,0.24082745797932148,67
LV_SIZE,21,Decision Tree,0.8656716417910447,0.5617816091954023,0.4699404761904762,0.5588343602884315,0.0013580000086221844,67
LV_SIZE,21,SVM (RBF),0.9104477611940298,0.7952586206896551,0.7562540704133625,0.6907283031679992,0.0031460839963983744,67
LV_SIZE,21,Logistic Regression,0.8656716417910447,0.7198275862068966,0.5547782874617737,0.6289127858165634,0.013316708005731925,67
LV_SIZE,21,K-Nearest Neighbors,0.835820895522388,0.6530172413793103,0.5168577981651377,0.531934289499625,0.0005811659793835133,67
LV_SIZE,22,Random Forest,0.9253731343283582,0.65,0.6320532915360502,0.7017880471035672,0.07599687500623986,67
LV_SIZE,22,Gradient Boosting,0.9701492537313433,0.8666666666666667,0.917911877394636,0.8845559109893163,0.4843140000011772,67
LV_SIZE,22,Decision Tree,0.8805970149253731,0.6245614035087719,0.6182121971595655,0.5552786623351424,0.001496042008511722,67
LV_SIZE,22,SVM (RBF),0.9552238805970149,0.7083333333333333,0.7339743589743589,0.8367584410139765,0.0032497089996468276,67
LV_SIZE,22,Logistic Regression,0.9402985074626866,0.6583333333333333,0.6833333333333332,0.7780744163733002,0.013360208016820252,67
LV_SIZE,22,K-Nearest Neighbors,0.9104477611940298,0.724561403508772,0.7130598015553767,0.6805320216326048,0.0005909580213483423,67
LV_SIZE,23,Random Forest,0.9552238805970149,0.775,0.8141420361247947,0.8247076667709011,0.07598900000448339,67
LV_SIZE,23,Gradient Boosting,0.9104477611940298,0.6039473684210526,0.6465085638998682,0.6509114914637735,0.48584850001498125,67
LV_SIZE,23,Decision Tree,0.9253731343283582,0.6416666666666666,0.6644927536231884,0.7128935344993211,0.0015298749785870314,67
LV_SIZE,23,SVM (RBF),0.9253731343283582,0.6872807017543859,0.7018115942028985,0.7100682562098305,0.0033255410089623183,67
LV_SIZE,23,Logistic Regression,0.9104477611940298,0.6828947368421052,0.6455357142857143,0.6974676330223291,0.013350082997931167,67
LV_SIZE,23,K-Nearest Neighbors,0.8656716417910447,0.6280701754385964,0.5371188496188497,0.5638009351706368,0.0005874579946976155,67
LV_SIZE,24,Random Forest,0.9848484848484849,0.95,0.970048309178744,0.9374808795676954,0.07611187500879169,66
LV_SIZE,24,Gradient Boosting,0.9696969696969697,0.8666666666666667,0.8867149758454106,0.8726237117988612,0.2797960829921067,66
LV_SIZE,24,Decision Tree,1.0,1.0,1.0,1.0,0.0012626250099856406,66
LV_SIZE,24,SVM (RBF),0.9393939393939394,0.8578947368421053,0.7788690476190476,0.7821032472447194,0.0035030410217586905,66
LV_SIZE,24,Logistic Regression,0.9090909090909091,0.8491228070175438,0.7197552447552448,0.7089799387561943,0.01305016700644046,66
LV_SIZE,24,K-Nearest Neighbors,0.8484848484848485,0.8192982456140351,0.6439012700694944,0.5735325919437121,0.0005694580031558871,66
LV_SIZE,25,Random Forest,0.9090909090909091,0.4789473684210526,0.4798418972332016,0.6117480704860326,0.07537270899047144,66
LV_SIZE,25,Gradient Boosting,0.9545454545454546,0.6166666666666667,0.5928571428571429,0.8157188342461648,0.5405986669939011,66
LV_SIZE,25,Decision Tree,0.8484848484848485,0.6947368421052631,0.5916666666666667,0.44458276858071355,0.001487625006120652,66
LV_SIZE,25,SVM (RBF),0.9242424242424242,0.5622807017543859,0.5227876106194691,0.7089737880355268,0.0031601669907104224,66
LV_SIZE,25,Logistic Regression,0.8787878787878788,0.7947368421052632,0.7601731601731602,0.6019213673384475,0.01144775000284426,66
LV_SIZE,25,K-Nearest Neighbors,0.7878787878787878,0.3526315789473684,0.33624338624338623,0.34864836601201404,0.00059029198018834,66
LV_SIZE,26,Random Forest,0.9850746268656716,0.875,0.8809523809523809,0.9396725026207229,0.07415366699569859,67
LV_SIZE,26,Gradient Boosting,0.9701492537313433,0.8125,0.8184523809523809,0.8801497014446218,0.5254086249915417,67
LV_SIZE,26,Decision Tree,0.8955223880597015,0.7119252873563218,0.6972713864306784,0.637620182340557,0.0014012500178068876,67
LV_SIZE,26,SVM (RBF),0.9253731343283582,0.7787356321839081,0.7638756523712276,0.7486139944697704,0.0030872079951222986,67
LV_SIZE,26,Logistic Regression,0.9253731343283582,0.6831896551724138,0.6623563218390804,0.6990931603166484,0.013377832976402715,67
LV_SIZE,26,K-Nearest Neighbors,0.8208955223880597,0.5114942528735632,0.4413419913419913,0.4561173513829358,0.0005669590027537197,67
LV_SIZE,27,Random Forest,0.9104477611940298,0.6039473684210526,0.6601449275362319,0.6521745293748858,0.07642920900252648,67
LV_SIZE,27,Gradient Boosting,0.9402985074626866,0.737280701754386,0.7768115942028986,0.7679331088540481,0.47050758299883455,67
LV_SIZE,27,Decision Tree,0.9253731343283582,0.6539473684210526,0.7018115942028985,0.7111430765653276,0.0013869169924873859,67
LV_SIZE,27,SVM (RBF),0.8955223880597015,0.6451754385964912,0.6505952380952381,0.6464671833661079,0.003179834020556882,67
LV_SIZE,27,Logistic Regression,0.8955223880597015,0.6785087719298245,0.6573846573846573,0.6643041889549673,0.013355667004361749,67
LV_SIZE,27,K-Nearest Neighbors,0.8656716417910447,0.5907894736842105,0.6104166666666666,0.5423486706605088,0.0005815419717691839,67
LV_SIZE,28,Random Forest,0.9552238805970149,0.775,0.7894927536231884,0.8268156750222444,0.07585866597946733,67
LV_SIZE,28,Gradient Boosting,0.9701492537313433,0.9,0.8853260869565218,0.8869942002035641,0.43896408297587186,67
LV_SIZE,28,Decision Tree,0.9701492537313433,0.9,0.899611801242236,0.8869318832166962,0.0012851660139858723,67
LV_SIZE,28,SVM (RBF),0.9104477611940298,0.7618421052631579,0.7075289575289576,0.7125073637310546,0.0032247499912045896,67
LV_SIZE,28,Logistic Regression,0.8955223880597015,0.7241228070175438,0.6754329004329005,0.6815312875558106,0.013345333019969985,67
LV_SIZE,28,K-Nearest Neighbors,0.8507462686567164,0.7442982456140351,0.6856481481481481,0.5806327432524466,0.0005943329888395965,67
LV_SIZE,29,Random Forest,0.9545454545454546,0.8166666666666667,0.8623563218390805,0.8026660459323044,0.07442679099040106,66
LV_SIZE,29,Gradient Boosting,0.9848484848484849,0.95,0.9365079365079365,0.9394225887747085,0.465471792005701,66
LV_SIZE,29,Decision Tree,0.9696969696969697,0.6666666666666666,0.6439393939393939,0.8772354985458182,0.0013985830009914935,66
LV_SIZE,29,SVM (RBF),0.9696969696969697,0.8666666666666667,0.8166666666666667,0.8779127764144598,0.003360999980941415,66
LV_SIZE,29,Logistic Regression,0.9545454545454546,0.8166666666666667,0.7374999999999999,0.8223287835471981,0.013306583015946671,66
LV_SIZE,29,K-Nearest Neighbors,0.8787878787878788,0.6280701754385964,0.5488636363636363,0.6018253787455887,0.000574082980165258,66
LV_SIZE,30,Random Forest,0.9242424242424242,0.6078947368421053,0.5766961651917404,0.7078262011250003,0.07666816699202172,66
LV_SIZE,30,Gradient Boosting,0.9848484848484849,0.9166666666666666,0.9272727272727272,0.9391992082375566,0.495299458008958,66
LV_SIZE,30,Decision Tree,0.9090909090909091,0.5245614035087719,0.4827152014652014,0.668226982325211,0.0014791249996051192,66
LV_SIZE,30,SVM (RBF),0.8939393939393939,0.5991228070175438,0.5266233766233765,0.6544986648695368,0.0035479170037433505,66
LV_SIZE,30,Logistic Regression,0.8636363636363636,0.881578947368421,0.8127110228401192,0.6505080378411197,0.01332324999384582,66
LV_SIZE,30,K-Nearest Neighbors,0.7575757575757576,0.46842105263157896,0.39108848667672197,0.3733448260661071,0.0005790000141132623,66
LV_SIZE,31,Random Forest,0.8955223880597015,0.47485632183908044,0.45787545787545786,0.55135968522379,0.07578608399489895,67
LV_SIZE,31,Gradient Boosting,0.9253731343283582,0.7040229885057471,0.7185897435897436,0.6798324251485117,0.470226665987866,67
LV_SIZE,31,Decision Tree,0.9402985074626866,0.7873563218390804,0.8343825665859564,0.7354706916100539,0.0013937909970991313,67
LV_SIZE,31,SVM (RBF),0.9104477611940298,0.6997126436781609,0.6684782608695652,0.65387413331253,0.003246458014473319,67
LV_SIZE,31,Logistic Regression,0.9104477611940298,0.6997126436781609,0.623391812865497,0.6723365654841278,0.02586462500039488,67
LV_SIZE,31,K-Nearest Neighbors,0.8507462686567164,0.540948275862069,0.49634740259740256,0.5008201312750473,0.0006082499749027193,67
LV_SIZE,32,Random Forest,0.9402985074626866,0.6583333333333333,0.6963109354413702,0.7683033351463383,0.07500154199078679,67
LV_SIZE,32,Gradient Boosting,0.9253731343283582,0.6083333333333334,0.6769230769230768,0.6911822945220706,0.4407623749866616,67
LV_SIZE,32,Decision Tree,0.8955223880597015,0.599561403508772,0.6421607378129117,0.5922155696224911,0.0014671249955426902,67
LV_SIZE,32,SVM (RBF),0.8656716417910447,0.4824561403508772,0.3797979797979798,0.5923278924765452,0.003054666012758389,67
LV_SIZE,32,Logistic Regression,0.8805970149253731,0.6407894736842106,0.578088578088578,0.6327890742898727,0.011274584016064182,67
LV_SIZE,32,K-Nearest Neighbors,0.8059701492537313,0.531578947368421,0.45516243880729856,0.46925352850313196,0.0005936659872531891,67
LV_SIZE,33,Random Forest,0.9552238805970149,0.9078947368421052,0.8878434065934067,0.8527145254357923,0.0719030830077827,67
LV_SIZE,33,Gradient Boosting,0.9253731343283582,0.762280701754386,0.7456140350877193,0.7246256239600666,0.517417041992303,67
LV_SIZE,33,Decision Tree,0.8805970149253731,0.6741228070175438,0.6315958815958815,0.612845582165333,0.001524624996818602,67
LV_SIZE,33,SVM (RBF),0.9253731343283582,0.7328947368421053,0.7217261904761905,0.748283062008737,0.0033154580160044134,67
LV_SIZE,33,Logistic Regression,0.9402985074626866,0.8578947368421053,0.8251810136765889,0.7883627997081936,0.013324333005584776,67
LV_SIZE,33,K-Nearest Neighbors,0.8656716417910447,0.6574561403508772,0.6054054054054054,0.5663767952354823,0.0005773330049123615,67
LV_SIZE,34,Random Forest,0.9393939393939394,0.6456140350877193,0.6244306418219462,0.7432558509357654,0.07590300001902506,66
LV_SIZE,34,Gradient Boosting,0.9696969696969697,0.7456140350877193,0.685287610619469,0.885770777999046,0.47331137501168996,66
LV_SIZE,34,Decision Tree,0.9848484848484849,0.75,0.7142857142857143,0.9391992082375566,0.0012729169975500554,66
LV_SIZE,34,SVM (RBF),0.9242424242424242,0.6868421052631579,0.5974099099099099,0.7420848994779908,0.0031777090043760836,66
LV_SIZE,34,Logistic Regression,0.8939393939393939,0.6324561403508773,0.5325757575757575,0.6550022221796606,0.013346916006412357,66
LV_SIZE,34,K-Nearest Neighbors,0.8181818181818182,0.6228070175438596,0.49381868131868134,0.5582696913818713,0.0006186249956954271,66
LV_SIZE,35,Random Forest,0.9393939393939394,0.5666666666666667,0.5573498964803313,0.7432558509357654,0.07535729199298657,66
LV_SIZE,35,Gradient Boosting,0.9696969696969697,0.8666666666666667,0.8666666666666667,0.8768656716417911,0.48553158398135565,66
LV_SIZE,35,Decision Tree,0.9242424242424242,0.45,0.4722222222222222,0.6958166630014754,0.0013029999972786754,66
LV_SIZE,35,SVM (RBF),0.9242424242424242,0.5289473684210526,0.497787610619469,0.7078262011250003,0.0032094590133056045,66
LV_SIZE,35,Logistic Regression,0.9242424242424242,0.7745614035087719,0.7493818681318681,0.7256302453879231,0.02581766599905677,66
LV_SIZE,35,K-Nearest Neighbors,0.8787878787878788,0.47017543859649125,0.4375,0.5545213507719569,0.0005833749892190099,66
LV_SIZE,36,Random Forest,0.9253731343283582,0.5416666666666666,0.5256410256410257,0.6804098146338409,0.07637995798722841,67
LV_SIZE,36,Gradient Boosting,0.9253731343283582,0.5208333333333333,0.5089285714285714,0.6946995155561765,0.47450137499254197,67
LV_SIZE,36,Decision Tree,0.9850746268656716,0.875,0.8809523809523809,0.9396725026207229,0.0012972920085303485,67
LV_SIZE,36,SVM (RBF),0.9253731343283582,0.7370689655172413,0.6243152128107881,0.7469895137246676,0.0031873330008238554,67
LV_SIZE,36,Logistic Regression,0.8656716417910447,0.6451149425287356,0.5899292149292149,0.5776591248976356,0.0125918329868,67
LV_SIZE,36,K-Nearest Neighbors,0.8059701492537313,0.6278735632183907,0.5308950395398994,0.4885831498432515,0.0005942500138189644,67
LV_SIZE,37,Random Forest,0.9402985074626866,0.65,0.6019927536231884,0.774113200972657,0.07614695801748894,67
LV_SIZE,37,Gradient Boosting,0.9402985074626866,0.6916666666666667,0.7240165631469979,0.7689752383777119,0.5054888339946046,67
LV_SIZE,37,Decision Tree,0.8805970149253731,0.5828947368421052,0.5419739429695182,0.5782924690868614,0.0015290419978555292,67
LV_SIZE,37,SVM (RBF),0.9850746268656716,0.875,0.8809523809523809,0.9450013125027344,0.0032473340106662363,67
LV_SIZE,37,Logistic Regression,0.8955223880597015,0.7118421052631578,0.6744047619047618,0.6470726524568305,0.013526999973692,67
LV_SIZE,37,K-Nearest Neighbors,0.8507462686567164,0.6236842105263158,0.5099206349206349,0.5806902622796043,0.0005908749881200492,67
LV_SIZE,38,Random Forest,0.9104477611940298,0.6039473684210526,0.6465085638998682,0.6509114914637735,0.07582166601787321,67
LV_SIZE,38,Gradient Boosting,0.8955223880597015,0.7241228070175438,0.7237866300366299,0.6452179138911055,0.46499333399697207,67
LV_SIZE,38,Decision Tree,0.8507462686567164,0.6197368421052631,0.6147186147186147,0.4906967614464299,0.0014157079858705401,67
LV_SIZE,38,SVM (RBF),0.9253731343283582,0.7328947368421053,0.7638756523712276,0.7357181159714902,0.0030990830273367465,67
LV_SIZE,38,Logistic Regression,0.8955223880597015,0.6451754385964912,0.6199175824175824,0.6455273152664429,0.013414249988272786,67
LV_SIZE,38,K-Nearest Neighbors,0.8805970149253731,0.7653508771929824,0.7018849206349206,0.6736329244127429,0.0006275000050663948,67
LV_SIZE,39,Random Forest,0.9545454545454546,0.9412280701754386,0.9251810136765889,0.8254286627606422,0.07727224999689497,66
LV_SIZE,39,Gradient Boosting,0.9848484848484849,0.9956140350877193,0.9750603378921963,0.943092359828034,0.47903612500522286,66
LV_SIZE,39,Decision Tree,0.9848484848484849,0.75,0.7142857142857143,0.9391992082375566,0.001383042021188885,66
LV_SIZE,39,SVM (RBF),0.8787878787878788,0.45789473684210524,0.42178362573099415,0.5088888140251303,0.003313332999823615,66
LV_SIZE,39,Logistic Regression,0.9090909090909091,0.8035087719298245,0.6891306891306891,0.6879843843843838,0.013289499998791143,66
LV_SIZE,39,K-Nearest Neighbors,0.8636363636363636,0.49912280701754386,0.44707207207207206,0.523921855533459,0.0006295829953160137,66
LV_SIZE,40,Random Forest,0.9393939393939394,0.7666666666666666,0.706159420289855,0.7452986463954019,0.07252487499499694,66
LV_SIZE,40,Gradient Boosting,0.9242424242424242,0.65,0.5508563899868247,0.6810399231300815,0.4990494590019807,66
LV_SIZE,40,Decision Tree,0.8939393939393939,0.6868421052631579,0.5527670527670527,0.6358022270170902,0.0014724580105394125,66
LV_SIZE,40,SVM (RBF),0.9242424242424242,0.7289473684210526,0.6736443381180223,0.6941093750122181,0.003526709013385698,66
LV_SIZE,40,Logistic Regression,0.9242424242424242,0.7289473684210526,0.647787610619469,0.7089192353923441,0.024304165999637917,66
LV_SIZE,40,K-Nearest Neighbors,0.8787878787878788,0.7947368421052632,0.7162855162855163,0.5796911508053869,0.0005668750090990216,66
LV_SIZE,41,Random Forest,0.9104477611940298,0.5790229885057471,0.5956896551724138,0.6348720038571137,0.07467691600322723,67
LV_SIZE,41,Gradient Boosting,0.9402985074626866,0.6041666666666666,0.5833333333333333,0.7557210534233447,0.5031062499911059,67
LV_SIZE,41,Decision Tree,0.8955223880597015,0.6910919540229885,0.6594508736101656,0.6395767387535212,0.001479667000239715,67
LV_SIZE,41,SVM (RBF),0.9402985074626866,0.7456896551724138,0.7031832298136647,0.7701844644042825,0.003073957981541753,67
LV_SIZE,41,Logistic Regression,0.9402985074626866,0.7248563218390804,0.7019927536231884,0.7689061490594418,0.013278875005198643,67
LV_SIZE,41,K-Nearest Neighbors,0.8805970149253731,0.728448275862069,0.6699404761904761,0.6059964948948282,0.0005839999939780682,67
LV_SIZE,42,Random Forest,0.9850746268656716,0.9956140350877193,0.9750603378921963,0.9481121005609177,0.06486837498960085,67
LV_SIZE,42,Gradient Boosting,0.9552238805970149,0.8289473684210527,0.8150953029271613,0.8443854525755943,0.28973929199855775,67
LV_SIZE,42,Decision Tree,0.9402985074626866,0.8122807017543859,0.8434782608695652,0.7681023947473171,0.001508000015746802,67
LV_SIZE,42,SVM (RBF),0.9701492537313433,0.8706140350877193,0.8727876106194691,0.8956406595945006,0.0033184170024469495,67
LV_SIZE,42,Logistic Regression,0.9701492537313433,0.8706140350877193,0.8560127188445772,0.8951713549749539,0.011207166011445224,67
LV_SIZE,42,K-Nearest Neighbors,0.835820895522388,0.6942982456140351,0.6362433862433862,0.5347560856884196,0.0005905000143684447,67
LV_SIZE,43,Random Forest,0.9402985074626866,0.6622807017543859,0.5989780868099452,0.7892258880063934,0.06509737498709,67
LV_SIZE,43,Gradient Boosting,0.9104477611940298,0.6828947368421052,0.700751879699248,0.6658342581037785,0.4912226250162348,67
LV_SIZE,43,Decision Tree,0.9104477611940298,0.7618421052631579,0.6921068796068797,0.7130472814519413,0.0015056249976623803,67
LV_SIZE,43,SVM (RBF),0.9104477611940298,0.6039473684210526,0.6319776714513556,0.6652791674550608,0.0033157499856315553,67
LV_SIZE,43,Logistic Regression,0.9253731343283582,0.8535087719298246,0.8137560637560637,0.7628824130864043,0.013282749976497144,67
LV_SIZE,43,K-Nearest Neighbors,0.8656716417910447,0.47017543859649125,0.4285714285714286,0.5423234504048741,0.0005833750183228403,67
LV_SIZE,44,Random Forest,0.9242424242424242,0.5622807017543859,0.5601449275362319,0.6769303226804423,0.07543808300397359,66
LV_SIZE,44,Gradient Boosting,0.9696969696969697,0.9456140350877194,0.9321219715956558,0.8779127764144598,0.4774578330107033,66
LV_SIZE,44,Decision Tree,0.9696969696969697,0.8666666666666667,0.8978260869565218,0.8724665658843141,0.0012811660126317292,66
LV_SIZE,44,SVM (RBF),0.8939393939393939,0.5535087719298245,0.5089285714285714,0.611175234906553,0.0033968749921768904,66
LV_SIZE,44,Logistic Regression,0.8484848484848485,0.5859649122807018,0.49414906149375637,0.5740247842828688,0.012071542005287483,66
LV_SIZE,44,K-Nearest Neighbors,0.8181818181818182,0.4526315789473684,0.40305010893246185,0.44869236286313013,0.0005853750044479966,66
LV_SIZE,45,Random Forest,0.8939393939393939,0.3956140350877193,0.3798418972332016,0.547820379832402,0.07690529199317098,66
LV_SIZE,45,Gradient Boosting,0.8636363636363636,0.4201754385964912,0.39583333333333337,0.49786746663736064,0.43443504101014696,66
LV_SIZE,45,Decision Tree,0.8787878787878788,0.47017543859649125,0.44727138643067843,0.5304216595772154,0.001348666992271319,66
LV_SIZE,45,SVM (RBF),0.8939393939393939,0.44122807017543864,0.3788690476190476,0.6165713054757541,0.003170749987475574,66
LV_SIZE,45,Logistic Regression,0.803030303030303,0.4482456140350877,0.40256064690026955,0.4569377474542105,0.02584741698228754,66
LV_SIZE,45,K-Nearest Neighbors,0.7878787878787878,0.443859649122807,0.39085213032581456,0.43789246396416115,0.0005858329823240638,66
LV_SIZE,46,Random Forest,0.9104477611940298,0.5790229885057471,0.6213675213675214,0.6152685663789846,0.07688120799139142,67
LV_SIZE,46,Gradient Boosting,0.9402985074626866,0.7665229885057471,0.7478260869565218,0.7694936521360555,0.5145463339868002,67
LV_SIZE,46,Decision Tree,0.9253731343283582,0.7248563218390804,0.7099753694581281,0.6952554744525548,0.0014180410071276128,67
LV_SIZE,46,SVM (RBF),0.8955223880597015,0.6954022988505747,0.7050395256916996,0.5955553806286397,0.003195249999407679,67
LV_SIZE,46,Logistic Regression,0.9402985074626866,0.9245689655172413,0.8576485461441213,0.7977504356041655,0.013381666998611763,67
LV_SIZE,46,K-Nearest Neighbors,0.8507462686567164,0.6199712643678161,0.5518398268398268,0.5540358273350856,0.0005723329959437251,67
LV_SIZE,47,Random Forest,0.9402985074626866,0.6916666666666667,0.7061594202898551,0.7684419656160374,0.06557616702048108,67
LV_SIZE,47,Gradient Boosting,0.9552238805970149,0.7083333333333333,0.725,0.8341895788028063,0.5094536670076195,67
LV_SIZE,47,Decision Tree,0.9402985074626866,0.7333333333333334,0.7623563218390804,0.7613433412673117,0.0014538749819621444,67
LV_SIZE,47,SVM (RBF),0.8955223880597015,0.5578947368421052,0.5112199747155499,0.6276837255936795,0.0031450829992536455,67
LV_SIZE,47,Logistic Regression,0.8656716417910447,0.5491228070175438,0.4909090909090909,0.5844365447611555,0.013352832989767194,67
LV_SIZE,47,K-Nearest Neighbors,0.8059701492537313,0.519298245614035,0.4553193366266761,0.41721945606269917,0.0005913330242037773,67
LV_SIZE,48,Random Forest,0.9701492537313433,0.7916666666666666,0.8106060606060606,0.8889865913922708,0.07540699999663047,67
LV_SIZE,48,Gradient Boosting,0.9253731343283582,0.6995614035087719,0.6907738095238095,0.750585696071707,0.5132806249894202,67
LV_SIZE,48,Decision Tree,0.9104477611940298,0.6828947368421052,0.7224637681159419,0.6508648078455811,0.0013305410102475435,67
LV_SIZE,48,SVM (RBF),0.9402985074626866,0.737280701754386,0.747787610619469,0.7881958535196008,0.003169000003254041,67
LV_SIZE,48,Logistic Regression,0.9104477611940298,0.6951754385964912,0.6468146718146719,0.7142975991404881,0.013351250003324822,67
LV_SIZE,48,K-Nearest Neighbors,0.8955223880597015,0.6785087719298245,0.675595238095238,0.6449119998343341,0.0005880829994566739,67
LV_SIZE,49,Random Forest,0.9696969696969697,0.8666666666666667,0.8367149758454105,0.8736851122356938,0.07666250001057051,66
LV_SIZE,49,Gradient Boosting,0.9696969696969697,0.8333333333333333,0.7894927536231884,0.8744360163716377,0.25912129200878553,66
LV_SIZE,49,Decision Tree,1.0,1.0,1.0,1.0,0.0013520829961635172,66
LV_SIZE,49,SVM (RBF),0.9848484848484849,0.75,0.7142857142857143,0.9391992082375566,0.003469041985226795,66
LV_SIZE,49,Logistic Regression,0.9848484848484849,0.9956140350877193,0.9750603378921963,0.943092359828034,0.012196416995720938,66
LV_SIZE,49,K-Nearest Neighbors,0.9393939393939394,0.6912280701754386,0.6148538961038961,0.7816198589779817,0.0005732499994337559,66
LV_SIZE,50,Random Forest,0.8787878787878788,0.45789473684210524,0.4926245210727969,0.45777047932076737,0.07386833400232717,66
LV_SIZE,50,Gradient Boosting,0.9242424242424242,0.5622807017543859,0.573835403726708,0.680017577212626,0.5010491670109332,66
LV_SIZE,50,Decision Tree,0.9393939393939394,0.5666666666666667,0.6019927536231884,0.7452986463954019,0.0012760419922415167,66
LV_SIZE,50,SVM (RBF),0.9090909090909091,0.6824561403508772,0.6090409590409591,0.7067557395222779,0.0032151250052265823,66
LV_SIZE,50,Logistic Regression,0.8636363636363636,0.5903508771929825,0.5361111111111111,0.5984619362571473,0.01104787501390092,66
